SM0	SMITH
RSTTR	RASTETTER
RSTKR	RASTEGAR
RST	RASSET
RSPTNK	RASPOTNIK
RSP	RASPA
RSL	RASOOL
RSL	RASOLE
RSL	RASLEY
RSK	RASKEY
RSK	RASICO
RSFNK	RASAVONG
RS	RAS
RRKL	RAROGAL
RRTN	RARDEN
RPTS	RAPTIS
RPL	RAPPL
RPKTS	RAPKOWICZ
RPSR	RAPISURA
RPNT	RAPANOT
RPL	RAPALO
RPK	RAPACKI
RNLR	RANWEILER
RNSNT	RANSONET
RNSLR	RANSLER
RN	RANNI
RNMR	RANMAR
RNKS	RANKS
RNLT	RANILDI
RNTKRT	RANDGAARD
RNTL	RANDAHL
RNX	RANCH
RNT	RANAUDO
RN	RANAH
RMS	RAMSY
RMSR	RAMSOUR
RMXR	RAMSHUR
RMSP	RAMSBY
RMRRS	RAMRIREZ
RMP	RAMPY
RMPL	RAMPULLA
RMPTRT	RAMPADARAT
RMP	RAMPA
RMNS	RAMONEZ
RMLR	RAMLER
RMLL	RAMLALL
RMJN	RAMJHON
RMJN	RAMJAN
RMRL	RAMIREL
RMT	RAMETTA
RML	RAMELLI
RMLS	RAMELIZE
RMLP	RAMELB
RMT	RAMDEO
RMXRN	RAMCHARRAN
RMTR	RAMAUDAR
RML	RAMAL
RMKN	RAMAGANO
RMK	RAMACH
RKT	RAKYTA
RKS	RAKUS
RKSTR	RAKESTROW
RKRS	RAKERS
RK	RAJK
RJS	RAJAS
RJFM	RAJAPHOUMY
RL	RAISLEY
RLR	RAISLER
RSN	RAISIN
R	RAIS
RLS	RAILES
RK	RAIKE
RKS	RAIGOSA
RHX	RAHOCHE
RMS	RAHMES
RHP	RAHIB
RHMN	RAHAMAN
RKS	RAGUS
RKL	RAGULA
RK	RAGUAY
RKL	RAGLOW
RFS	RAFUS
RF	RAFEY
RFL	RAFEL
RFL	RAFALA
R0K	RAETHKE
RMR	RAEMER
RF	RAEF
RTR	RAEDER
RTSN	RADZIWON
RTK	RADWICK
RTNSK	RADWANSKI
RTSLFX	RADOSLOVICH
RTN	RADON
RTML	RADMALL
RTLNSK	RADLINSKI
RT	RADIE
RTRSTRF	RADERSTORF
RTJ	RADEJ
RTL	RADDLE
RSK	RACZAK
RK	RACKO
RST	RACITI
RSP	RACIOPPO
RSR	RACER
RPS	RABUSE
RPST	RABSATT
RPJN	RABJOHN
RPT	RABITO
RP	RABEY
RPNK	RABENECK
RPL	RABEHL
RPK	RABECK
RP	RABBE
RPL	RABAL
KFS	QUIVOZ
KFR	QUIVER
KTK	QUITUQUA
KTK	QUITUGUA
KTNR	QUITTNER
KTR	QUITTER
KTR	QUITERO
KTT	QUITEDO
KRK	QUIRKE
KRM	QUIRAM
KRLT	QUIRALTE
KNTRT	QUINTARD
KNTN	QUINTANIA
KNN	QUINNAN
KNLFN	QUINLIVAN
KLTR	QUILTER
KLMN	QUILLMAN
KLN	QUILLAN
KLNTRN	QUILINDRINO
KL	QUIEL
KTS	QUIDAS
KX	QUICHO
KPT	QUIBODEAUX
KSRK	QUEZERGUE
KST	QUEZAD
KTNT	QUETTANT
KRS	QUEROS
KR	QUERIO
KRSL	QUERCIOLI
KNSL	QUENZEL
KNSR	QUENCER
KLR	QUELLER
KPRL	QUEBRAL
KTRFNKT	QUATREVINGT
KXNK	QUASHNOCK
KSTRF	QUASDORF
KRTX	QUARTUCCIO
KRTR	QUARTIERO
KRTR	QUARTIERI
KRTR	QUARTARO
KRL	QUARRELL
KNSTRM	QUANSTRUM
KMN	QUAMMEN
KLM	QUALHEIM
KKNT	QUAGLIATO
KTN	QUADNAU
K	QUA
KSP	QASBA
KR	QARE
KTR	QADEER
PL	PYWELL
PXR	PYSHER
PRS	PYROS
PFRM	PYFROM
PFR	PYFER
PT	PYETTE
PXRT	PYCHARDO
PSN	PUZON
PTSR	PUTZER
PTN	PUTTON
PX	PUTCHA
PSKRX	PUSKARICH
PX	PUSH
PRKSR	PURKHISER
PRFRST	PURFEERST
PRT	PURATY
PTNN	PUOTINEN
PNTL	PUNTILLO
PNHL	PUNIHAOLE
PNTSK	PUNDSACK
PN	PUNA
PLR	PULWER
PLS	PULLUS
PLR	PULLARA
PT	PUITA
PRMN	PUHRMAN
PR	PUHR
PL	PUHL
PFNPRKR	PUFFENBERGER
PRT	PUERTO
PNT	PUENT
PTNS	PUDENZ
PKT	PUCKET
PKR	PUCKER
PPLK	PUBLIC
PTXNSK	PTASCHINSKI
ST	PSUTY
SK	PSUIK
SLFKS	PSILOVIKOS
PRSPL	PRZYBYL
PRSNSN	PRZENICZNY
PR	PRYE
PRPLSK	PRYBYLSKI
PRKP	PRUKOP
PRSNR	PRUESSNER
PRFST	PROVOSTY
PRFRS	PROVORSE
PRFNS	PROVINS
PRFN	PROVINO
PRFNS	PROVENZO
PRFNT	PROVENT
PRTX	PROTICH
PRTS	PROTAS
PRS	PROSS
PRSNSK	PROSIENSKI
PRSNK	PROSENICK
PRS	PROSCIA
PRSK	PROSAK
PRFTR	PROPHETER
PRMSK	PROMISCO
PRMR	PROMER
PRKP	PROKUP
PRKS	PROKOS
PRKL	PROGL
PRFT	PROFETA
PRFR	PROFERA
PRFNSK	PROFANCIK
PRKSL	PROCSAL
PRSK	PROCIUK
PRXK	PROCHAK
PRX	PROCH
PRKXN	PROCACCINO
PRS	PRIZIO
PRFT	PRIVADO
PRTSKR	PRITZKER
PRTSL	PRITZEL
PRXR	PRITCHER
PRXL	PRITCHELL
PRSK	PRISOC
PRLN	PRIOLEAN
PRN	PRINN
PRNTFL	PRINDIVILLE
PRNSFL	PRINCEVALLE
PRMS	PRIMOS
PRM	PRIMA
PRK	PRIGG
PRK	PRIEGO
PRNTS	PRIEGNITZ
PRPL	PRIBLE
PRPX	PRIBISH
PRPN	PRIBBENOW
PRFT	PREVOT
PRFT	PREVET
PRTSR	PRETZER
PRTSL	PRETZEL
PRT	PRETY
PRSM	PRESUME
PRSTL	PRESTLEY
PRSTPN	PRESTIPINO
PRSNL	PRESNAL
PRSLPSK	PRESLIPSKY
PRST	PRESIADO
PRNTS	PRENDES
PRSNR	PREJSNAR
PRST	PREIST
PRSNR	PREISSNER
PRSNR	PREISNER
PRHM	PREHEIM
PRFNTN	PREFONTAINE
PRTM	PREDOM
PRSS	PRECISSI
PRKTL	PRECHTEL
PRKT	PRECHT
PRS	PRAUSE
PRTN	PRATTEN
PRTL	PRATELY
PRNT	PRANTE
PRNK	PRANG
PRMK	PRAMUK
PRL	PRALEY
PRK0	PRAKOTH
PRK	PRACH
PSR	POZAR
PNTN	POYNTON
PSK	POWSKEY
PS	POWSEY
PLN	POWLEN
PLS	POWELLS
PRFS	POURVASE
PRNR	POURNER
PRR	POURIER
PRXT	POURCHOT
PNSL	POUNCIL
PLS	POULISSE
PLT	POULET
PK	POUK
PX	POUCHE
PTLSK	POTULSKI
PTKTR	POTTKOTTER
PTXN	POTTICHEN
PTJR	POTTEIGER
PTSNTR	POTSANDER
P0FN	POTHOVEN
PTNFK	POTANOVIC
PTSL	POTACZALA
PSST	POSUSTA
PST	POSTO
PSTLS	POSTLES
PSTKNN	POSTIGLIONE
PSTMSK	POSTEMSKI
PSNKR	POSSINGER
PSK	POSSICK
PSL	POSSEHL
PSPSL	POSPICIL
PSKT	POSKITT
PSK	POSKA
PSS	POSIS
PRTNF	PORTNOFF
PRTL	PORTELLO
PRS	PORRIS
PRS	PORRES
PRP	POREP
PRL	PORELL
PRT	PORAT
PPLRS	POPULARIS
PP	POPPO
PPTK	POPADIUK
PM	POOYOUMA
PXK	POOSCHKE
PRT	POORT
PLK	POOLHECO
PNSLR	PONSLER
PNTSK	PONIATOWSKI
PMKL	POMYKALA
PMP	POMPI
PML	POMILLA
PMK	POMIECKO
PMFRT	POMFRET
PLSR	POLZER
PLFN	POLVINO
PLTRK	POLTROCK
PLTN	POLTON
PLTR	POLTER
PLSK	POLSKI
PLSK	POLOSKEY
PLT	POLLOT
PLN	POLLNOW
PLFK	POLIVICK
PLST	POLISOTO
PLNTN	POLINTAN
PLKS	POLIKS
PLKF	POLIKOFF
PLSX	POLICICCHIO
PLKSTR	POLICASTRI
PLKR	POLICARE
PLTSK	POLETSKI
PL	POLEE
PLTR	POLEDORE
PLK	POLACCO
PKRS	POKRZYWA
PKLS	POKALLAS
PNT	POINTE
PNL	POINELLI
PHRL	POHORILLA
PLSN	POHLSON
PKSLSK	POGOZELSKI
PKRLK	POGORELC
PLNTS	POELLINETZ
PTSK	PODWOSKI
PTS	PODESZWA
PT	POD
PKLNKTN	POCKLINGTON
PSNJL	POCIENGEL
PXTK	POCHATKO
PSK	POCEKAY
PK	POCAI
PK	POAGUE
NSK	PNIEWSKI
PLT	PLUTT
PLMPR	PLUMBAR
PLM	PLUMA
PLTSKR	PLOTZKER
PLTRSK	PLOTROWSKI
PLSKNK	PLOSKUNAK
PLNKS	PLOENNIGS
PLMPTN	PLIMPTON
PLNS	PLIENIS
PLNSK	PLEWINSKI
PLT	PLETT
PLSKK	PLESKAC
PLX	PLESHE
PLSNT	PLESANT
PLP	PLEPPO
PLK	PLEGGE
PLL	PLAYL
PLFNK	PLAVNIK
PLTRT	PLATEROTI
PLTRS	PLATEROS
PLST	PLASTOW
PLSMR	PLASSMEYER
PLSMN	PLASSMAN
PLNR	PLANER
PLNS	PLANCE
PLNKN	PLANAGAN
PLN	PLAN
PLMNTN	PLAMONDIN
PLN	PLAINY
PLKT	PLACKETT
PLSN	PLACINO
PLXK	PLACHECKI
PLSRS	PLACERES
PLS	PLAAS
PJTRFK	PJETROVIC
PSL	PIZZULO
PSN	PIZZINI
PSK	PIZZICO
PFK	PIVEC
PTPTN	PITPITAN
PTRK	PITORAK
PTK	PITOCCO
PTK	PITKA
PX	PITCH
PTKRN	PITCAIRN
PTRS	PITARRESI
PSSK	PISZCZEK
PSTL	PISTELLI
PSKL	PISKEL
PSX	PISICCHIO
PSRX	PISERCHIO
PSTL	PISCITELLO
PRT	PIRROTTA
PRL	PIRRELLO
PR	PIRRE
PRJKF	PIROZHKOV
PRL	PIROLLO
PRT	PIRIEDA
PPR	PIPPER
PP	PIPIA
PSK	PIOSKE
PMPN	PIOMBINO
PNSN	PINZINO
PNTL	PINTELLO
PNSNLT	PINSONNEAULT
PNSNLT	PINSONEAULT
PN	PINN
PNKNPRK	PINKENBURG
PNK	PINKE
PNTL	PINDELL
PNXK	PINCHOCK
PNS	PINCE
PMPL	PIMPLE
PM	PIM
PLS	PILUSO
PLN	PILLON
PLRL	PILLARELLA
PLT	PILLADO
PLK	PILKEY
PLT	PILETTE
PLXSK	PILCHOWSKI
PRT	PIIRTO
PLJ	PIHLAJA
PK	PIGGIE
PKNL	PIGANELLI
PT	PIETY
PTRTS	PIETROWICZ
PTRK	PIETROK
PTRN	PIETRINI
PSK	PIESCO
PRTRXN	PIERTRACCINI
PRSK	PIERSIAK
PRT	PIERROT
PRTN	PIERDON
PRNNS	PIERANNUNZIO
PNTK	PIENTKA
PL	PIELOW
PL	PIELA
PK	PIEK
PKR	PIEGARO
PFR	PIEFER
PKX	PIECUCH
PTR	PIDRO
PKT	PICOTTE
PKMN	PICKMAN
PKTS	PICKETTS
PKTPN	PICKETPIN
PKRL	PICKERELL
PKNPK	PICKENPAUGH
PXF	PICHOFF
PXR	PICHER
PKL	PICCUILLO
PXRL	PICCIRILLI
PXNN	PICCINONE
PXNX	PICCINICH
PXL	PICCILLO
PXT	PICCHETTI
PTS	PIATZ
P	PIAO
PSTL	PIACITELLI
PSNS	PIACENZA
FF	PHYFE
FRK	PHURROUGH
FNK	PHUONG
FM	PHUMA
FFS	PHUAPHES
FRMN	PHRAMANY
FPNT0	PHOUBANDITH
FMJK	PHOMMAJACK
FM	PHOM
F	PHO
FMSTM	PHIMSOUTHAM
FMPRTPS	PHIMPRADAPSY
FLMR	PHILMORE
FLS	PHILLIES
FLPR	PHILLIBER
FL	PHILIO
FLTR	PHILDOR
FLPM	PHILABAUM
F	PHI
FTSNKN	PHETSANGHANE
FTFNKS	PHETPHONGSY
FLP	PHELP
FMN	PHAYMANY
FRMR	PHARMER
FR	PHARAO
FN0FNKS	PHANTHAVONGSA
PFRMR	PFROMMER
PFTS	PFOUTZ
PFR	PFORR
PFNSTR	PFNISTER
PFLKRT	PFLUGRADT
PFLKRT	PFLUGRAD
PFLKR	PFLEUGER
PFNKSTN	PFINGSTEN
PFFR	PFIFER
PFFNPRJ	PFEIFFENBERGE
PFFRKRN	PFEFFERKORN
PFNSTL	PFANSTIEL
PFNTR	PFANDER
PFLMR	PFALMER
PFFNKR	PFAFFINGER
PSL	PEZLEY
PSN	PEZINA
PSS	PEZEZ
PSR	PEYSER
PFHS	PEVAHOUSE
PTL	PETULA
PTN	PETTON
PTPS	PETTIPAS
PTJN	PETTIJOHN
PTKRF	PETTIGROVE
PT	PETTAY
PTRTS	PETROUITS
PTRPLS	PETROPULOS
PTRNS	PETRONZIO
PTRNL	PETRONELLA
PTRL	PETRILLI
PTRXN	PETRICCIONE
PTRK	PETRIC
PTRK	PETRECCA
PTRL	PETRALIA
PTR	PETR
PTK	PETKA
PTN	PETIGNY
PTSK	PETESIC
PTRSK	PETERSIK
PTK	PETEK
PTNK	PETANICK
PTLK	PETALCU
PSNSK	PESZYNSKI
PSLN	PESSOLANO
PSS	PESSES
PSK	PESICKA
PXNK	PESCHONG
PSRXK	PESARCHICK
PSNTS	PESANTES
PRS	PERZA
PRT	PERTEA
PRSN	PERSYN
PRSTN	PERSTEN
PRX	PERSCH
PRT	PERROTA
PRT	PERROT
PRT	PERRIOTT
PRNK	PERRING
PRL	PERRILLOUX
PRT	PERRETTE
PRL	PERRELLI
PRL	PERRELL
PRNT	PERNOD
PRNN	PERNIN
PRNSR	PERNICIARO
PRNSK	PERNESKY
PRMN	PERMANN
PRLSN	PERLSON
PRKS	PERKISS
PRN	PERINA
PR	PERIE
PRNSFX	PERENCEVICH
PRTS	PEREDZ
PRS	PERCEY
PRH	PERAHA
PPL	PEPLAU
PPK	PEPKA
PPN	PEPION
PNSN	PENZIEN
PNSL	PENZEL
PN	PENYA
PNRTN	PENWARDEN
PNTKF	PENTICOFF
PNSK	PENSKY
PNSK	PENSICK
PNS	PENSA
PNL	PENNELLE
PNRT	PENIRD
PNLRK	PENHALLURICK
PN	PENHA
PNKR	PENGRA
PNTRL	PENDEREL
PNTKRFT	PENDEGRAFT
PNKK	PENCAK
PMLTN	PEMELTON
PLS	PELUSE
PLNR	PELNAR
PLM	PELLOM
PLTR	PELLITTERI
PLKRN	PELLIGRINO
PLTR	PELLIETIER
PLKN	PELLICONE
PLT	PELLETIU
PLT	PELLET
PLM	PELLAM
PLK	PELEG
PKS	PEKAS
PKR	PEKARA
PHX	PEHOWICH
PH	PEHA
PJRN	PEGERON
PFL	PEFFLY
PFRKRN	PEFFERKORN
PTM	PEETOOM
PRST	PEERZADA
PX	PEECHA
PTS	PEDUZZI
PTRLP	PEDRALBA
PTS	PEDEZ
PTR	PEDEARE
PSNSK	PECINOUSKY
PXR	PECHAIRA
PKTST	PECATOSTE
PKRN	PECARINA
PKRR	PECARARO
PRR	PEARYER
PS	PEACY
PX	PEACHAY
PSR	PAYSEUR
PR	PAYOR
PN	PAYNA
PNT	PAYANT
PMPS	PAYAMPS
PKS	PAX
PLX	PAWLUCH
PFLSK	PAVLISKA
PFS	PAVIS
PFLSK	PAVELSKI
PFL	PAVELLA
PF	PAV
PS	PAUZA
PX	PAUSCH
PLXK	PAULSHOCK
PLS0	PAULSETH
PLMN	PAULMINO
PLK	PAULIC
PLSKS	PAULAUSKIS
PLSKS	PAULAUSKAS
PLS	PAULAS
PKR	PAUKER
PKX	PAUGSCH
PTSNR	PATZNER
PTSK	PATZKE
PTL	PATWELL
PTL	PATUEL
PTR	PATTYRE
PTNSN	PATTINSON
PTNKL	PATTENGALE
PTRKN	PATRIQUIN
PTRN	PATRIN
PTRS	PATRIAS
PTR	PATRIA
PTLT	PATOLOT
PTK	PATIK
PTRNT	PATERNITI
PTLS	PATELLIS
PXS	PATCHES
PXR	PATCHER
PTNL	PATANELLA
PTK	PATAKI
PTJ	PATAJO
PSFSK	PASVIZACA
PSTRS	PASTURES
PST	PASTO
PSXN	PASTIAN
PSRN	PASSERINO
PSR	PASSER
PSK	PASKOW
PSKT	PASKET
PSNSK	PASINSKI
PX	PASHO
PX	PASHEA
PXL	PASHAL
PSKRL	PASCORELL
PSKL	PASCOAL
PSKNK	PASCANIK
PSKL	PASCALL
PS	PASAYA
PSN	PASANA
PRT	PARUTA
PRT	PARTY
PRTMN	PARTMAN
PRTPL	PARTIPILO
PRTNP	PARTENOPE
PRTL	PARTELOW
PRT	PART
PRSNT	PARSYGNAT
PRX	PARSH
PRSLS	PARSELLS
PRT	PARROTTA
PRN	PARRON
PRNKTN	PARRINGTON
PRN	PARRIN
PRR	PARRIERA
PRN	PARRENO
PRKT	PARQUETTE
PRPN	PARPAN
PRN	PARONE
PRNN	PARNIN
PRMS	PARMS
PRMNTR	PARMANTIER
PRKS	PARKOS
PRKS	PARKHOUSE
PRSK	PARIZEK
PRPFX	PARIPOVICH
PRNS	PARINAS
PRHR	PARIHAR
PRN	PARHAN
PRKMN	PARGMAN
PRT	PARDOE
PRLS	PARAYUELOS
PRFN	PARAVANO
PRTR	PARATORE
PRR	PARARA
PPRNK	PAPRANEC
PPJN	PAPPAJOHN
PPNT	PAPONETTI
PPT	PAPITTO
PPK	PAPIKE
PPRNK	PAPIERNIK
PPSK	PAPCIAK
PPNTN	PAPANTONIO
PPNKLS	PAPANIKOLAS
PPN	PAPANIA
PPN	PAPAN
PPL	PAPALE
PP	PAP
PNK	PAONGO
PL	PAOLA
PNSK	PANZICA
PNSL	PANZELLA
PNK	PANYKO
PNX	PANUCCIO
PNTS	PANTOSA
PNTLN	PANTOLIANO
PNTLKS	PANTELAKIS
PNRL	PANRELL
PNTS	PANOWICZ
PNR	PANORA
PNK	PANKIW
PNKK	PANKAKE
PNTS	PANITZ
PNL	PANILA
PNS	PANIAS
PNK	PANEQUE
PNL	PANELA
PNSK	PANECZKO
PNTL	PANDOLA
PNHN	PANAHON
PN	PANAH
PNKLS	PANAGOULIAS
PNJS	PANAGIS
PLSNSK	PALUSZYNSKI
PLK	PALUK
PLK	PALUCK
PL	PALU
PLKS	PALOUKOS
PLMPT	PALOMBIT
PLMS	PALMIOS
PL	PALLEY
PLNT	PALLANT
PLNX	PALLANSCH
PLFR	PALLAFOR
PLSP	PALISBO
PLXT	PALCHETTI
PLSL	PALAZOLA
PLS	PALAS
PLK	PALACOIS
PKNN	PAKONEN
PJRSK	PAJERSKI
PLNT	PAILLANT
PK	PAHK
PN	PAGNI
PNL	PAGNELLO
PKN	PAGLIO
PK	PAGA
PFL	PAFEL
PTL	PADOL
PJT	PADGETTE
PTKN	PADEKEN
PT	PADDIO
PTL	PADDILLA
PTK	PADDACK
PTFX	PADAVICH
PKN	PACQUIN
PKN	PACKINEAU
PSR	PACIOR
PKLK	PACHOLEC
PKLN	PACHLIN
PKL	PACHLA
PK	PACH
PSNT	PACENTA
PSK	PACEK
PKPK	PACAPAC
PKN	PACANA
PPN	PABEN
PRMN	PAARMANN
PLN	PAALAN
ASR	OZER
ASN	OZANE
ASN	OZAINE
AST	OZAETA
AS	OZ
ASTN	OYSTON
ALT	OYELLETTE
AKSTN	OXTON
AKSNM	OXNAM
AKSNRTR	OXENRIDER
AKSPRK	OXBOROUGH
ARS	OWERS
A	OW
AFT	OVIT
AFSN	OVESEN
AFRSTRM	OVERSTROM
AFRXNR	OVERSHINER
AFRMR	OVERMIRE
AFRL	OVERLEY
AFRKMP	OVERKAMP
AFRTK	OVERDICK
AFRP	OVERBOUGH
AFTNK	OVDENK
AFTL	OVADILLA
A	OUYE
ATSN	OUTZEN
ASTL	OUSDAHL
AR	OURY
AR0	OURTH
ANS	OUNSY
ALT	OUELLETE
ATKR	OUDKER
ATTH	OTUTAHA
ATF	OTUAFI
ATRKS	OTTRIX
ATKR	OTTOGARY
ATN	OTTINO
ATLJ	OTTILIGE
ATNS	OTTENWESS
ATS	OTIZ
A0T	OTHOUDT
ATKS	OTEX
ATK	OTEGA
ASFLT	OSVALDO
ASTLT	OSTWALD
ASTRSK	OSTRZYEKI
ASTRM	OSTRUM
ASTRT	OSTROOT
ASTRT	OSTERHAUT
ASTNTRF	OSTENDORFF
ASTNPRK	OSTENBERG
ASTSTS	OSTASIEWICZ
ASLT	OSSWALD
ASL	OSSOLA
ASTS	OSOWICZ
ASRN	OSORNO
ASL	OSOLLO
ASL	OSOL
ASN	OSNOE
ASMS	OSMUS
ASMNSK	OSMANSKI
ASS	OSIAS
AXMN	OSHMAN
ASNTSK	OSENTOWSKI
ASTN	OSDEN
AX	OSCHE
ASPK	OSBECK
ARTNPRK	ORTTENBURGER
ARTLF	ORTOLF
ART	ORTO
ARTK	ORTGA
ARK	ORREGO
ARPN	ORPIN
ARS	OROZEO
ARXN	OROCHENA
ARPN	OROBONA
ARRK	OROARK
ARNLS	ORNELOS
ARNT	ORNEDO
ARN	ORNE
ARM	ORM
ARLF	ORLOVE
ARLSK	ORLOSKY
ARLF	ORLOF
ARLNSK	ORLINSKY
ARLNSK	ORLINSKI
ARLN	ORLIN
ARSPL	ORIZABAL
ART	ORITI
ARN	ORION
ARJR	ORIGER
AR	ORIE
ARNKSK	ORHENKOWSKI
ARFRT	ORFORD
ARF	ORFF
ARSKFX	ORESKOVICH
ARLM	ORELLAMA
ARL	OREILY
ARHK	OREHEK
ARP	OREB
ARTS	ORDAZZO
ARTL	ORDAHL
ARXLSK	ORCHOLSKI
ARS	ORCE
ARS	ORAS
APL	OPULA
APSTN	OPSTEIN
APLJR	OPPLIGER
APKRT	OPPEGARD
APXK	OPICHKA
AFR	OPHER
APT	OPET
APLK	OPALICKI
APK	OPAKA
ATN	OOTON
ANNS	ONYEANUS
ANNL	ONWUNLI
ANKK	ONUKOGU
ANSK	ONISICK
ANFT	ONIFADE
ANL	ONEALE
ANTK	ONDIK
ANTK	ONDIC
ANTRSM	ONDERSMA
AMLN	OMULLAN
AMT	OMOTO
AM	OMO
AMLN	OMLIN
AML	OMLI
AMRS	OMERSA
ALFRSN	OLVERSON
ALFR	OLVEIRA
ALFT	OLVEDO
AL	OLOWE
ALN	OLONA
ALNS	OLNES
ALK	OLLOQUI
ALFR	OLLIVER
ALF	OLLHOFF
ALNTK	OLLENDICK
ALKSK	OLKOWSKI
ALFT	OLIVID
ALFRS	OLIVERS
ALFRS	OLIVERES
ALFR	OLIVARRA
ALNKS	OLINGHOUSE
ALJ	OLIGEE
ALKFN	OLGVIN
ALFRS	OLFERS
ALNSK	OLEWINSKI
ALN	OLEWINE
ALFT	OLEVEDA
ALSKTS	OLESKIEWICZ
ALJRSK	OLEJARSKI
ALK	OLECKI
ALT	OLDE
ALKRT	OLCKHART
ALPRX	OLBRISH
AL	OLAY
ALRT	OLARTE
AKN	OKWUONA
AKL	OKULEY
AKL	OKULA
AKRTT	OKORUDUDU
AKRN	OKOREN
AKL	OKOLI
AKHR	OKIHARA
AKRSN	OKERSON
AKN	OKEN
AJRT	OJARD
AJNN	OJANEN
ANS	OINES
ALFRS	OILVARES
AT	OIEDA
ARNSTN	OHRNSTEIN
ARN	OHREN
AMT	OHMIT
AM	OHMIE
ALMKR	OHLMACHER
ALNPX	OHLENBUSCH
ALN	OHLEN
AHFR	OHAVER
AHRL	OHARROLL
AKN	OGWYNN
AKNM	OGUNYEMI
AKRM	OGRAM
AJLF	OGILIVE
AJN	OGEN
AKPN	OGBONNAYA
AKSR	OGASAWARA
AKNS	OGANS
AKM	OGAMI
AFLRT	OFLAHRITY
AFRT	OFFRET
AN	OEN
ALR	OELER
ARLN	OEHRLEIN
ARL	OEHRLE
AMK	OEHMKE
AMK	OEHMIG
AFTKR	OEFTGER
ATR	OEDER
ATRT	ODOUGHERTY
ATRS	ODORIZZI
ATMS	ODOMES
ATN	ODIN
ATN	ODIEN
ATNR	ODHNER
ATS	ODESS
ATNMR	ODENHEIMER
AKS	OCUS
AKSNPN	OCHSENBEIN
AXNNK	OCHINANG
AK	OCHIAI
AXLK	OCHALEK
AXN	OCCHINO
AKS	OCACIO
APNKN	OBNEGON
APL	OBLOW
APLNKR	OBLINGER
APN	OBIANO
APR	OBERY
APRSN	OBERSON
APRPRLR	OBERPRILLER
APRMLR	OBERMULLER
APRMLR	OBERMOELLER
APRLSR	OBERHOLZER
APRS	OBERHAUS
APRTR	OBERDIER
APRTK	OBERDICK
AKSK	OAXACA
AR	OAR
NS0R	NYSETHER
NKL	NYKIEL
NKR	NYGARO
NKM	NYCUM
NH	NYAHAY
NNK	NWANKWO
NKNM	NWAKANMA
NTR	NWADIORA
NPK	NWABEKE
NSNSK	NUZENSKI
NS	NUSZ
NNL	NUNNELEE
NNMKR	NUNMAKER
NNS	NUNIZ
NNR	NUNERY
NLX	NULISCH
NTSMN	NUETZMAN
NSL	NUESSLE
NSK	NUESCA
NKLS	NUCKOLES
NXTL	NUCCITELLI
NX	NUCCI
NSM	NOZUM
NSK	NOZICK
NSR	NOWZARI
NSTK	NOWOSADKO
NL	NOWLEY
NTSK	NOWITZKE
NFTSK	NOVITSKY
NFTSK	NOVITSKI
NFTSK	NOVITSKE
NFKF	NOVIKOFF
NFT	NOVIDA
NFTSK	NOVETSKY
NFL	NOVELLY
NFLN	NOVELLINO
NFR	NOVARA
N0	NOUTH
NLT	NOULLET
NT	NOUD
NTK	NOTWICK
NTTS	NOTOWITZ
NTL	NOTLEY
NTS	NOTIS
N0M	NOTHEM
N0KR	NOTHACKER
NSTR	NOSTRO
NSF	NOSEFF
NRL	NORWELL
NR0T	NORTHWOOD
NR0KT	NORTHCUT
NRSTRT	NORSTRUD
NRS0	NORSETH
NRS	NORSE
NRSKN	NORSAGANAY
NRK	NORKO
NRKTS	NORKAITIS
NRK	NORIEGO
NRK	NORG
NRK	NOREIGA
NRTL	NORDWALL
NRTSK	NORDSIEK
NRTLNKR	NORDLINGER
NRTK	NORDICK
NRTNSTR	NORDENSTROM
NRP	NORBO
NRJN	NOORIGIAN
NRTM	NOORDAM
NN	NONU
NNS	NONES
NNMN	NONEMAN
NNTRF	NONDORF
NLTNSMR	NOLTENSMEIER
NLT	NOLLETTE
NLF	NOLFE
NLSK	NOLAZCO
NKN	NOKKEN
NK	NOKE
NSKS	NOISEUX
N	NOIA
NH	NOHE
NKT	NOGUEDA
NKX	NOGUCHI
NKT	NOGODA
NKLS	NOGGLES
NKLR	NOGGLER
NFTSR	NOFTSIER
N	NOEY
NRNPRK	NOERENBERG
NJL	NOEGEL
NTRFT	NODURFT
NTRS	NODARSE
NK	NOCKAI
NPRKS	NOBREGAS
NPS	NOBIS
NKK	NKUKU
NKM	NKOMO
NJNK	NJANGO
NSL	NIZIOL
NKSN	NIXION
NKS	NIXA
NFR	NIVAR
NFL	NIVALA
NTSXK	NITZSCHKE
NTSX	NITZSCHE
NTSKSK	NITZKOWSKI
NXR	NITCHER
NSNTR	NISWENDER
NL	NISLEY
NXMR	NISHIMORI
NRMR	NIRMAIER
NPS	NIPPS
NPL	NIPPLE
NNK	NINKE
NN	NINI
NN	NINH
NMRT	NIMROD
NMKS	NIMOX
NMK	NIMICK
NL	NILA
NKSX	NIKSICH
NKTM	NIKODEM
NKSFK	NIKOCEVIC
NKT	NIKAIDO
NKTLNKR	NIGHTLINGER
NKMN	NIGGEMANN
NTFLT	NIETFELDT
NS	NIESS
NSNT	NIESENT
NSPRL	NIESBORELLA
NRR	NIERER
NMTS	NIEMITZIO
NML	NIEMIEL
NMNTS	NIEMANTS
NTSTSK	NIEDZWIEDZKI
NTSTS	NIEDZWIEDZ
NTNS	NIEDENS
NTPLK	NIEDBALEC
